"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"I feel sorry for @Brazil damn that has to suck",FALSE,0,NA,2018-07-06 20:40:12,FALSE,NA,"1015334621603647489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RitchardHickman",0,FALSE,FALSE,NA,NA
"World Cup: Neymar’s dribbles not enough as Brazil are knocked out by Belgium https://t.co/1ms6qbtmFu via… https://t.co/2KZG1d1nvA",FALSE,0,NA,2018-07-06 20:40:06,TRUE,NA,"1015334595783528450",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ofemigan",0,FALSE,FALSE,NA,NA
"@neymarjr @Brazil it's called soccer not theater. Maybe if you actually played the game you'd come out on top.… https://t.co/oaE84gsYyK",FALSE,0,"neymarjr",2018-07-06 20:40:00,TRUE,NA,"1015334570357428229","158487331","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rmfalla",0,FALSE,FALSE,NA,NA
"RT @iCoachKidsEU: Do you want to know how @Belgianfootball beat @Brazil ? You will have to come and listen to @KrisVDHaegen at 2nd #iCKConf…",FALSE,0,NA,2018-07-06 20:39:06,FALSE,NA,"1015334344028839942",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","philip_1981",1,TRUE,FALSE,NA,NA
"@GoalcomNigeria @Brazil @FIFAcom @FIFAWorldCup @EASPORTSFIFA @thenff why called Brazil a wasteful team?… https://t.co/nzQgyDdJte",FALSE,0,"GoalcomNigeria",2018-07-06 20:38:53,TRUE,"1015332084267675648","1015334288370425856","472321669","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OllarSleek",0,FALSE,FALSE,NA,NA
"Meanwhile Belgium  romanced Brazil and got the juice they deserved. @DavidLumansi @Brazil  do you agree?",FALSE,0,NA,2018-07-06 20:38:00,FALSE,NA,"1015334066277814273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrianNakibinge",0,FALSE,FALSE,NA,NA
"@patjuh @Brazil @thibautcourtois Welcome back on Twitter",FALSE,0,"patjuh",2018-07-06 20:37:53,FALSE,"1015327548262240259","1015334037345525766","20992570","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jorispenders",0,FALSE,FALSE,NA,NA
"@Brazil you are the champions.. you didn't loose. You will be always the winners .. and u win our hearts.. and ever… https://t.co/GkhH5JRnkO",FALSE,0,"Brazil",2018-07-06 20:36:38,TRUE,NA,"1015333722420367360","1176695388","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KathreenElias3",0,FALSE,FALSE,NA,NA
"It’s ok, I still love y’all @brazil <f0><U+009F><U+0092><U+009B>",FALSE,1,NA,2018-07-06 20:36:26,FALSE,NA,"1015333672583614465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayyitssoyla",0,FALSE,FALSE,NA,NA
"Hey @Brazil
Suck a dick",FALSE,0,NA,2018-07-06 20:35:55,FALSE,NA,"1015333542669225985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","20minuteschris",0,FALSE,FALSE,NA,NA
"Retweet and like if you were on his side.
#FifaWorldCup2018 
#brazilvsbelgium 
@Brazil 
@FIFAWorldCup https://t.co/13m77Q4RXm",FALSE,1,NA,2018-07-06 20:35:43,FALSE,NA,"1015333494468366336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mish_Mut",0,FALSE,FALSE,NA,NA
"@tnewt_ @Brazil @Uruguay Well how do I keep you on retainer? Also, you better make it back up for Pats games",FALSE,1,"tnewt_",2018-07-06 20:35:23,FALSE,"1015331549703737344","1015333407801397250","160093485","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","John_Bastian",0,FALSE,FALSE,NA,NA
"This @FIFAWorldCup will kill you a real death. Beating on history will eat your money. Mxm @Brazil my 4000 gone",FALSE,0,NA,2018-07-06 20:35:06,FALSE,NA,"1015333336724791297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chidiqaluh74",0,FALSE,FALSE,NA,NA
"@Brazil grew up watching and loving Pele Jairzinho Rivelino Roberto Carlos Dunga Falcao Socrates Zico to name a few… https://t.co/PHHVWXcIKf",FALSE,0,"Brazil",2018-07-06 20:34:44,TRUE,NA,"1015333246538846208","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BillionairePla2",0,FALSE,FALSE,NA,NA
"@KirkCousins8 @Brazil England’s all red is primo!",FALSE,0,"KirkCousins8",2018-07-06 20:34:41,FALSE,"1015303078566944769","1015333233305714690","370458410","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thejudge592",0,FALSE,FALSE,NA,NA
"Bye bye Bitch @Brazil it’s better to get out of here @neymarjr",FALSE,0,NA,2018-07-06 20:34:27,FALSE,NA,"1015333176191877120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mansoortaha99",0,FALSE,FALSE,NA,NA
"@sjdhatters @Belgianfootball @Brazil Yeah and we need some of that tomorrow mate - #itscominghome",FALSE,1,"sjdhatters",2018-07-06 20:33:42,FALSE,"1015331718516150272","1015332984323497985","69524371","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trussellgeorge",0,FALSE,FALSE,NA,NA
"@Germany is out. @Brazil is out.  @Russia is in, and so is @England? #Mundial 2018 is like... https://t.co/dHJUt8SA5M",FALSE,0,"Germany",2018-07-06 20:33:30,FALSE,NA,"1015332934344151041","464541416","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drhollymcgee",0,FALSE,FALSE,NA,NA
"Yes! This World cup is getting more exciting. @brazil so brave but they are out.",FALSE,0,NA,2018-07-06 20:33:22,FALSE,NA,"1015332903331483649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zayidabdullahi1",0,FALSE,FALSE,NA,NA
"RT @nevsu_: TO BE CONTINUED @BRAZIL https://t.co/pFPAPiodRB",FALSE,0,NA,2018-07-06 20:33:18,FALSE,NA,"1015332885677662209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zeymir17",5,TRUE,FALSE,NA,NA
"@Fiffa @BARBEL Mass scenes of emotional distress currently in @Brazil <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0098><U+00AD> https://t.co/BOPgLJMmeM",FALSE,0,"fiffa",2018-07-06 20:32:59,FALSE,NA,"1015332807562932224","10285612","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oli_oliver1234",0,FALSE,FALSE,NA,NA
"Well played @Brazil you gave your best but sometimes destiny and luck comes between the hard work
@FIFAWorldCup 
Co… https://t.co/AQwWN9mJHU",FALSE,0,NA,2018-07-06 20:32:56,TRUE,NA,"1015332794447249408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeepankarDubey9",0,FALSE,FALSE,NA,NA
"Though a hard core fan of @Brazil, I can easily digest the losses. It was not a team of dancers or actors .. #Romario #Bebeto #Ronaldinho",FALSE,0,NA,2018-07-06 20:32:38,FALSE,NA,"1015332715925827584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RBWarrier",0,FALSE,FALSE,NA,NA
"@Newbattleatwar Glad @Brazil lost. Now the @FIFAWorldCup can comprise of teams who want to play football",FALSE,1,"Newbattleatwar",2018-07-06 20:32:03,FALSE,"1015329386864758789","1015332571364945920","231545905","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cclarkedinburgh",0,FALSE,FALSE,NA,NA
"This is a science, technology and business page, but since my heart was with the @Brazil team, I can’t help but to… https://t.co/wOk9Sr7hUR",FALSE,0,NA,2018-07-06 20:31:59,TRUE,NA,"1015332555070033920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbdallaKhamas",0,FALSE,FALSE,NA,NA
"#BRABEL  Sorry #Brazil , my dreams are shattered <f0><U+009F><U+0098><U+00A5> well played though..
#RenatoAugusto you were the star who gave u… https://t.co/osFPHbDmAr",FALSE,0,NA,2018-07-06 20:30:56,TRUE,NA,"1015332288110813184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Belle_Mishy",0,FALSE,FALSE,NA,NA
"Big fan of Firminho and @Brazil talent. But glad to see @neymarjr  #Diver and his team go out. Wonder if he’s matur… https://t.co/kyPS2HCylG",FALSE,0,NA,2018-07-06 20:30:33,TRUE,NA,"1015332191876845569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","youngman44",0,FALSE,FALSE,NA,NA
"Seeing @fernandinho score an own goal on the way to elimination was so delightful, especially seeing as this limite… https://t.co/g8G9TmvNS3",FALSE,0,NA,2018-07-06 20:30:23,TRUE,NA,"1015332150479122432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rehanashraf",0,FALSE,FALSE,NA,NA
"I fell in love with the @Brazil of the 1970’s, especially @Pele and @Jairzinho. @Neymar typifies the modern game a… https://t.co/qpcZCuKEdJ",FALSE,1,NA,2018-07-06 20:30:21,TRUE,NA,"1015332143319408640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","teepee61",0,FALSE,FALSE,NA,NA
"RT @chrismassoglia: refs stole that from @Brazil in my opinion.... should have had a few more calls but I'm kind of glad they aren't callin…",FALSE,0,NA,2018-07-06 20:29:38,FALSE,NA,"1015331963631259650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShalashMuh",1,TRUE,FALSE,NA,NA
"#courtios belgium is blessed to have him..
Tough luck Brazil..very well played Belgium.
But our love for @Brazil wi… https://t.co/1k0QDNSUWV",FALSE,0,NA,2018-07-06 20:29:04,TRUE,NA,"1015331822018760704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","choiispeaks",0,FALSE,FALSE,NA,NA
"@trussellgeorge @Belgianfootball @Brazil Agreed but they still got lucky. And we all know you need a bit of that to win this thing",FALSE,0,"trussellgeorge",2018-07-06 20:28:40,FALSE,"1015330471214018565","1015331718516150272","232339351","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sjdhatters",0,FALSE,FALSE,NA,NA
"#BRAZIL sucks team with a primadonna @neymarjr <f0><U+009F><U+0098><U+00A2><f0><U+009F><U+008D><U+00BC>he spends writhing on the ground in search of fouls #BEL had a gre… https://t.co/JlDBQIqE2b",FALSE,0,NA,2018-07-06 20:28:00,TRUE,NA,"1015331552589299712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JayGoonetilleke",0,FALSE,FALSE,NA,NA
"@John_Bastian @Brazil @Uruguay Wait till football season comes and I’ll make you rich, literally only season I’m up… https://t.co/bcOEoxTJCX",FALSE,0,"John_Bastian",2018-07-06 20:28:00,TRUE,"1015330901268619264","1015331549703737344","306633854","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tnewt_",0,FALSE,FALSE,NA,NA
"This #WorldCup

Germany out <f0><U+009F><U+0087><U+00A9><f0><U+009F><U+0087><U+00AA>
Spain out  <f0><U+009F><U+0087><U+00AA><f0><U+009F><U+0087><U+00B8>
Portugal out <f0><U+009F><U+0087><U+00B5><f0><U+009F><U+0087><U+00B9>
Argentina out <f0><U+009F><U+0087><U+00A6><f0><U+009F><U+0087><U+00B7>
Brazil out <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7>

*Meanwhile, Russia be… https://t.co/BQiQ5ZBXwC",FALSE,0,NA,2018-07-06 20:27:32,TRUE,NA,"1015331432779010048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dilboy7",0,FALSE,FALSE,NA,NA
"I could not support team @Brazil because this big loser @KBonimtetezi was supporting this team
Mheshimiwa now see h… https://t.co/vcrXbWecPj",FALSE,0,NA,2018-07-06 20:26:54,TRUE,NA,"1015331272875528196",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamreagun",0,FALSE,FALSE,NA,NA
"@Brazil Brazil coach lost the match.He didn’t change the strategy when Brazil was not able to dribble past .He shou… https://t.co/thhPtYBYhS",FALSE,0,"Brazil",2018-07-06 20:26:49,TRUE,NA,"1015331254798094336","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","opmaiwar",0,FALSE,FALSE,NA,NA
"Dear @Brazil, https://t.co/V1YvtOkhMq",FALSE,1,NA,2018-07-06 20:26:41,FALSE,NA,"1015331219448348672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cesaahr",1,FALSE,FALSE,NA,NA
"It's irreversible but sack Tite @Brazil",FALSE,0,NA,2018-07-06 20:26:30,FALSE,NA,"1015331175722676224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MosalahAllez",0,FALSE,FALSE,NA,NA
"@tnewt_ @Brazil @Uruguay Yeah those are easy money. Gonna have to get creative with the parlay",FALSE,0,"tnewt_",2018-07-06 20:25:25,FALSE,"1015329513465679873","1015330901268619264","160093485","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","John_Bastian",0,FALSE,FALSE,NA,NA
"@Brazil may be out of @WorldCup2018now but BREAKING NEWS @neymarjr has been signed up to the @Olympics diving team",FALSE,0,"Brazil",2018-07-06 20:24:46,FALSE,NA,"1015330737388687361","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MorganMeandit",0,FALSE,FALSE,NA,NA
"@RamsByTheHorns @Brazil @Belgium Let's BET now. U choose your team now and I choose mine after the final. R1000.00",FALSE,0,"RamsByTheHorns",2018-07-06 20:24:36,FALSE,"1015329793506725888","1015330694912970754","172094218","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MasekoThembaJ",0,FALSE,FALSE,NA,NA
"This has been the first #WorldCup I hated watching @Brazil, that’s all on @neymarjr he is pathetic.",FALSE,3,NA,2018-07-06 20:24:22,FALSE,NA,"1015330635844603905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gianni_ie",0,FALSE,FALSE,NA,NA
"i still love you<f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0092><U+009A><f0><U+009F><U+0092><U+009B> @Brazil @neymarjr",FALSE,3,NA,2018-07-06 20:24:03,FALSE,NA,"1015330556974731265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lil_shamel",0,FALSE,FALSE,NA,NA
"RT @nevsu_: TO BE CONTINUED @BRAZIL https://t.co/pFPAPiodRB",FALSE,0,NA,2018-07-06 20:24:00,FALSE,NA,"1015330545990070277",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Vickyv20_",5,TRUE,FALSE,NA,NA
"@sjdhatters @Belgianfootball @Brazil Sorry pal -
Belgium <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00AA> played a game and knew what they were doing",FALSE,0,"sjdhatters",2018-07-06 20:23:42,FALSE,"1015323612239351811","1015330471214018565","69524371","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trussellgeorge",0,FALSE,FALSE,NA,NA
"@RamsByTheHorns @Brazil @Belgium Oh come on. This is classical fence sitting. At least I'm saying I'll make my fina… https://t.co/Ymz8hFhAcK",FALSE,0,"RamsByTheHorns",2018-07-06 20:23:00,TRUE,"1015329793506725888","1015330292775751680","172094218","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MasekoThembaJ",0,FALSE,FALSE,NA,NA
"Too bad someone football is unfair and today is one of those days @Brazil #worldcup hard luck",FALSE,0,NA,2018-07-06 20:22:32,FALSE,NA,"1015330174643171334",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BQinvesting",0,FALSE,FALSE,NA,NA
"Since Neymar evolved nd @Brazil singled him out as their star player. Theve not been able to achieve anything",FALSE,1,NA,2018-07-06 20:22:12,FALSE,NA,"1015330090027282432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Popskyk",0,FALSE,FALSE,NA,NA
"RT @ASHOKKPUNDIT: #BRABEL this is what happened to @Brazil at the #FIFA18WorldCup. They went tumbling out<U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F> https://t.co/bYbucvzPWq",FALSE,0,NA,2018-07-06 20:21:52,FALSE,NA,"1015330009123344384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cirobispo",3,TRUE,FALSE,NA,NA
"@Belgianfootball beating @Brazil who would have believed it - great game and show hopefully tomorrow will produce the same <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00AA>",FALSE,0,"Belgianfootball",2018-07-06 20:21:52,FALSE,NA,"1015330008561324033","382018313","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KeithMilne11",0,FALSE,FALSE,NA,NA
"I was rooting for @Brazil for THIS MAN. Next #worldcup #worldcup2022 https://t.co/CRbc7ayXOw",FALSE,0,NA,2018-07-06 20:21:31,FALSE,NA,"1015329921424506880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vwjmk5",0,FALSE,FALSE,NA,NA
"@KirkCousins8 @Brazil I don’t like it w/ the blue bottoms",FALSE,0,"KirkCousins8",2018-07-06 20:21:10,FALSE,"1015303078566944769","1015329832333463552","370458410","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReeseDaLunatic",0,FALSE,FALSE,NA,NA
"@MasekoThembaJ @Brazil @Belgium My money on Belgium, England and Croatia in that order.",FALSE,1,"MasekoThembaJ",2018-07-06 20:21:01,FALSE,"1015325030023036928","1015329793506725888","102391944","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RamsByTheHorns",0,FALSE,FALSE,NA,NA
"@Brazil and @KBonimtetezi have one thing in common now,They are out watching from the streets as others rule while focusing on 2022 #BRABEL",FALSE,1,"Brazil",2018-07-06 20:20:55,FALSE,NA,"1015329768676392962","1176695388","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nick_festus",0,FALSE,FALSE,NA,NA
"@Pele @Brazil #WorldCupRussia2018 
A sad result <f0><U+009F><U+0098><U+00A2> <U+2764><U+FE0F><U+26BD><U+FE0F>",FALSE,0,"Pele",2018-07-06 20:20:03,FALSE,NA,"1015329550094528513","480782173","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","janetfrance",0,FALSE,FALSE,NA,NA
"@John_Bastian @Brazil @Uruguay I have England and Croatia tomorrow. Congrats on your victory",FALSE,0,"John_Bastian",2018-07-06 20:19:54,FALSE,"1015329289745653760","1015329513465679873","306633854","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tnewt_",0,FALSE,FALSE,NA,NA
"I understand the feeling @Brazil fans, I too felt so a week ago. Smh....tisk, tisk.",FALSE,0,NA,2018-07-06 20:19:34,FALSE,NA,"1015329430955347969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JahCess",0,FALSE,FALSE,NA,NA
"ok @brazil why did u make my girl sad https://t.co/LKlqMAjOVG",FALSE,0,NA,2018-07-06 20:19:20,FALSE,NA,"1015329371752722434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carsonkasper55",0,FALSE,FALSE,NA,NA
"“Wow, Brazil’s not even in the #WorldCup18  anymore, the whole world is going up in flames”

Yes because @Brazil no… https://t.co/8vZv5DlgGO",FALSE,1,NA,2018-07-06 20:19:05,TRUE,NA,"1015329305688182788",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sammy_jay294",1,FALSE,FALSE,NA,NA
"@tnewt_ @Brazil @Uruguay I’m the opposite of you in every way <f0><U+009F><U+0098><U+008A>",FALSE,0,"tnewt_",2018-07-06 20:19:01,FALSE,"1015326672281915392","1015329289745653760","160093485","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","John_Bastian",0,FALSE,FALSE,NA,NA
"I was supporting @Brazil until @neymarjr 's theatrics started ruining the world cup... #WorldCup #brazilvsbelgium",FALSE,1,NA,2018-07-06 20:18:54,FALSE,NA,"1015329260104486912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kanwaljeet_021",0,FALSE,FALSE,NA,NA
"Hardluck @Brazil in Quater-final.... Congrats @belgium",FALSE,0,NA,2018-07-06 20:18:53,FALSE,NA,"1015329255536799744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kamil_daun",0,FALSE,FALSE,NA,NA
"@Brazil ""Tristeza não tem fim"" A few days ago most of you were mocking us, today ALL of you are getting what ALL of you deserve.",FALSE,0,"Brazil",2018-07-06 20:18:52,FALSE,NA,"1015329254475694080","1176695388","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jose_Luis__1972",0,FALSE,FALSE,NA,NA
"@youngkenny04 @equipedefrance @Brazil I hate to say this but.......... Fuck it, I TOLD YOU!!!!!!!! Belgium vs Franc… https://t.co/JwyKh0PnEr",FALSE,0,"youngkenny04",2018-07-06 20:18:25,TRUE,"1015289532042924032","1015329141711876098","636206637","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Youngmichael_D1",0,FALSE,FALSE,NA,NA
"Oh well, enjoy your meals guys ! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00AA>#WorldCup2018 #BRABEL @neymarjr @BelRedDevils @Brazil https://t.co/pJBpVaDceH",FALSE,2,NA,2018-07-06 20:18:22,FALSE,NA,"1015329128525041664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarolineDPNT",0,FALSE,FALSE,NA,NA
"@Rahulshrivstv @FIFAWorldCup @neymarjr @FIFAWorldCup was I watching some other match? Didn’t @brazil score? https://t.co/KwXO1yVcX3",FALSE,0,"Rahulshrivstv",2018-07-06 20:18:09,FALSE,"1015328289982857221","1015329072489037825","49744183","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChetanDutt",0,FALSE,FALSE,NA,NA
"RT @ASHOKKPUNDIT: #BRABEL this is what happened to @Brazil at the #FIFA18WorldCup. They went tumbling out<U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F> https://t.co/bYbucvzPWq",FALSE,0,NA,2018-07-06 20:18:01,FALSE,NA,"1015329037139480578",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adam4indy",3,TRUE,FALSE,NA,NA
"<f0><U+009F><U+0091><U+008B><f0><U+009F><U+0098><U+00A2><f0><U+009F><U+008D><U+00BC> go <f0><U+009F><U+008F><U+00A1> <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0091><U+0097>@neymarjr @Brazil #Brazil sucks <f0><U+009F><U+0098><U+0083> https://t.co/sRs0CLBnba",FALSE,0,NA,2018-07-06 20:17:35,FALSE,NA,"1015328932021899267",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JayGoonetilleke",0,FALSE,FALSE,NA,NA
"@BAFf16display @BelRedDevils @Brazil Well, you certainly saw a great match...!!!",FALSE,0,"BAFf16display",2018-07-06 20:17:31,FALSE,"1015292697593176065","1015328913868894215","4921108636","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","steveaprocter",0,FALSE,FALSE,NA,NA
"Congratulations for @Belgianfootball , Adeus @Brazil 
#worldcup2018 #brazilvsbelgium #QuarterFinals #goodgame… https://t.co/Gyssi428xN",FALSE,0,NA,2018-07-06 20:17:09,TRUE,NA,"1015328822038654977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dhevid_T",0,FALSE,FALSE,NA,NA
"<f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> that's less diving in the world cup from now on then. See ya later @Brazil Well done Belgium https://t.co/ylM8gt1JLc",FALSE,0,NA,2018-07-06 20:17:06,FALSE,NA,"1015328808893931521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goodlife_wr5",0,FALSE,FALSE,NA,NA
"#BRABEL we lost great comedies to be delivered by @Brazil  it's gonna being spice less",FALSE,0,NA,2018-07-06 20:16:49,FALSE,NA,"1015328737552785408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jvinothxavier",0,FALSE,FALSE,NA,NA
"@brazil babies, I’m so sorry y’all deserve better and im so proud of y’all eu te amo https://t.co/Etia85QCP1",FALSE,0,"Brazil",2018-07-06 20:16:07,FALSE,NA,"1015328559064403972","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IovabeI",0,FALSE,FALSE,NA,NA
"@FIFAWorldCup @BelRedDevils 
@Brazil 
Wowww what a series of games!
Congrats Belgium on a great 
Offensive-defensiv… https://t.co/a1hCM1TvP0",FALSE,0,"FIFAWorldCup",2018-07-06 20:16:03,TRUE,"1015323104250384391","1015328544606441472","138372303","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dcracing",0,FALSE,FALSE,NA,NA
"Lol @Brazil fans",FALSE,2,NA,2018-07-06 20:15:49,FALSE,NA,"1015328484917379073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DillonWolf_",0,FALSE,FALSE,NA,NA
"I' ve never been this happy before ! Il m more than proud of my country !!! GG @BelRedDevils and GG @Brazil <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00AA><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00AA><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00AA>… https://t.co/gVoeeCptzU",FALSE,1,NA,2018-07-06 20:15:39,TRUE,NA,"1015328442999562240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XperianoGG",0,FALSE,FALSE,NA,NA
"I feel if @Brazil team were to play without Neymar they will perform better

#JohnJohn
#BRABEL",FALSE,0,NA,2018-07-06 20:15:36,FALSE,NA,"1015328431133863942",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","btinaudu",0,FALSE,FALSE,NA,NA
